BDP_ID,Chromosome,watson_ensembl_id,watson_gene_name,watson_start,watson_end,crick_ensembl_id,crick_gene_name,crick_start,crick_end
Sfswap_1,chr5,ENSMUSG00000029439,Sfswap,129578320,129578819,ENSMUSG00000104873,Gm40332,129577760,129578259
Sfxn4_1,chr19,NA,NA,60849935,60850434,ENSMUSG00000063698,Sfxn4,60849375,60849874
Sgf29_1,chr7,ENSMUSG00000030714,Sgf29,126248515,126249014,ENSMUSG00000066175,2510046G10Rik,126247955,126248454
Sgk1_2,chr10,ENSMUSG00000019970,Sgk1,21868133,21868632,NA,NA,21867573,21868072
Sgk1_4,chr10,ENSMUSG00000019970,Sgk1,21869922,21870421,NA,NA,21869362,21869861
Sgo1_1,chr17,NA,NA,53996359,53996858,ENSMUSG00000023940,Sgo1,53995799,53996298
Sgo2a_1,chr1,ENSMUSG00000026039,Sgo2a,58035221,58035720,ENSMUSG00000054770,Kctd18,58034661,58035160
Sgsm2_1,chr11,NA,NA,74787945,74788444,ENSMUSG00000038351,Sgsm2,74787385,74787884
Sh2b1_1,chr7,NA,NA,126074335,126074834,ENSMUSG00000030733,Sh2b1,126073775,126074274
Sh2b3_1,chr5,NA,NA,121974940,121975439,ENSMUSG00000042594,Sh2b3,121974380,121974879
Sh2d4b_1,chr14,NA,NA,40615001,40615500,ENSMUSG00000037833,Sh2d4b,40614441,40614940
Sh3bgrl_1,chrX,ENSMUSG00000031246,Sh3bgrl,108139106,108139605,NA,NA,108138546,108139045
Sh3bp4_1,chr1,ENSMUSG00000036206,Sh3bp4,88998182,88998681,ENSMUSG00000120921,Gm57145,88997622,88998121
Shank1_2,chr7,ENSMUSG00000038738,Shank1,44000248,44000747,NA,NA,43999688,44000187
Shank1_3,chr7,ENSMUSG00000038738,Shank1,43991557,43992056,NA,NA,43990997,43991496
Shank3_2,chr15,ENSMUSG00000022623,Shank3,89428075,89428574,NA,NA,89427515,89428014
Shc2_1,chr10,ENSMUSG00000111977,Gm47163,79473757,79474256,ENSMUSG00000020312,Shc2,79473197,79473696
She_1,chr3,ENSMUSG00000046280,She,89738678,89739177,NA,NA,89738118,89738617
Shf_1,chr2,NA,NA,122199390,122199889,ENSMUSG00000033256,Shf,122198830,122199329
Shisa5_1,chr9,ENSMUSG00000025647,Shisa5,108867679,108868178,NA,NA,108867119,108867618
Shisa7_1,chr7,NA,NA,4847737,4848236,ENSMUSG00000053550,Shisa7,4847177,4847676
Sik3_1,chr9,ENSMUSG00000034135,Sik3,45924159,45924658,ENSMUSG00000003131,Pafah1b2,45923599,45924098
Sike1_1,chr3,ENSMUSG00000027854,Sike1,102903062,102903561,NA,NA,102902502,102903001
Sil1_1,chr18,ENSMUSG00000118386,Gm50149,35631980,35632479,ENSMUSG00000024357,Sil1,35631420,35631919
Sin3a_3,chr9,ENSMUSG00000042557,Sin3a,56982738,56983237,NA,NA,56982178,56982677
Sipa1_1,chr19,NA,NA,5713734,5714233,ENSMUSG00000056917,Sipa1,5713174,5713673
Sipa1_2,chr19,NA,NA,5711722,5712221,ENSMUSG00000056917,Sipa1,5711162,5711661
Sipa1l2_1,chr8,NA,NA,126296615,126297114,ENSMUSG00000001995,Sipa1l2,126296055,126296554
Sirt1_1,chr10,NA,NA,63174861,63175360,ENSMUSG00000020063,Sirt1,63174301,63174800
Sirt4_1,chr5,ENSMUSG00000120846,Gm57298,115622484,115622983,ENSMUSG00000029524,Sirt4,115621924,115622423
Sirt5_1,chr13,ENSMUSG00000054021,Sirt5,43518993,43519492,NA,NA,43518433,43518932
Sirt6_1,chr10,NA,NA,81463434,81463933,ENSMUSG00000034748,Sirt6,81462874,81463373
Six4_1,chr12,NA,NA,73159987,73160486,ENSMUSG00000034460,Six4,73159427,73159926
Skap2_1,chr6,ENSMUSG00000108244,Gm44077,51989515,51990014,ENSMUSG00000059182,Skap2,51988955,51989454
Slain2_1,chr5,ENSMUSG00000036087,Slain2,73071773,73072272,ENSMUSG00000052154,Gm9870,73071213,73071712
Slc10a3_1,chrX,NA,NA,73416926,73417425,ENSMUSG00000015290,Ubl4a,73416366,73416865
Slc12a2_1,chr18,ENSMUSG00000024597,Slc12a2,58011714,58012213,NA,NA,58011154,58011653
Slc12a9_1,chr5,NA,NA,137331880,137332379,ENSMUSG00000037344,Slc12a9,137331320,137331819
Slc15a1_1,chr14,NA,NA,121742716,121743215,ENSMUSG00000025557,Slc15a1,121742156,121742655
Slc16a14_1,chr1,NA,NA,84912872,84913371,ENSMUSG00000026220,Slc16a14,84912312,84912811
Slc16a1_1,chr3,ENSMUSG00000032902,Slc16a1,104545995,104546494,NA,NA,104545435,104545934
Slc16a4_1,chr3,ENSMUSG00000027896,Slc16a4,107198601,107199100,NA,NA,107198041,107198540
Slc16a5_1,chr11,ENSMUSG00000045775,Slc16a5,115353310,115353809,ENSMUSG00000085651,Gm11695,115352750,115353249
Slc16a5_2,chr11,ENSMUSG00000045775,Slc16a5,115354615,115355114,ENSMUSG00000085651,Gm11695,115354055,115354554
Slc17a9_1,chr2,ENSMUSG00000023393,Slc17a9,180367150,180367649,ENSMUSG00000121095,Gm30455,180366590,180367089
Slc19a2_1,chr1,ENSMUSG00000040918,Slc19a2,164076655,164077154,NA,NA,164076095,164076594
Slc20a1_1,chr2,ENSMUSG00000027397,Slc20a1,129040732,129041231,ENSMUSG00000103009,Gm56350,129040172,129040671
Slc22a7_1,chr17,NA,NA,46749428,46749927,ENSMUSG00000067144,Slc22a7,46748868,46749367
Slc23a1_1,chr18,NA,NA,35760340,35760839,ENSMUSG00000024354,Slc23a1,35759780,35760279
Slc25a12_1,chr2,NA,NA,71197948,71198447,ENSMUSG00000027010,Slc25a12,71197388,71197887
Slc25a16_1,chr10,ENSMUSG00000071253,Slc25a16,62756465,62756964,NA,NA,62755905,62756404
Slc25a18_1,chr6,ENSMUSG00000004902,Slc25a18,120752080,120752579,NA,NA,120751520,120752019
Slc25a1_1,chr16,NA,NA,17746100,17746599,ENSMUSG00000003528,Slc25a1,17745540,17746039
Slc25a20_1,chr9,ENSMUSG00000032602,Slc25a20,108539356,108539855,NA,NA,108538796,108539295
Slc25a28_1,chr19,ENSMUSG00000117698,BC037704,43663359,43663858,ENSMUSG00000040414,Slc25a28,43662799,43663298
Slc25a29_1,chr12,ENSMUSG00000048856,Slc25a47,108801835,108802334,ENSMUSG00000021265,Slc25a29,108801275,108801774
Slc25a35_1,chr11,ENSMUSG00000018740,Slc25a35,68859006,68859505,NA,NA,68858446,68858945
Slc25a36_1,chr9,NA,NA,96993231,96993730,ENSMUSG00000032449,Slc25a36,96992671,96993170
Slc25a39_1,chr11,NA,NA,102298384,102298883,ENSMUSG00000018677,Slc25a39,102297824,102298323
Slc25a3_1,chr10,ENSMUSG00000120133,Gm56945,90959879,90960378,ENSMUSG00000061904,Slc25a3,90959319,90959818
Slc25a5_1,chrX,ENSMUSG00000016319,Slc25a5,36059315,36059814,NA,NA,36058755,36059254
Slc26a6_1,chr9,ENSMUSG00000023259,Slc26a6,108731253,108731752,ENSMUSG00000120856,Gm57039,108730693,108731192
Slc27a3_1,chr3,NA,NA,90297308,90297807,ENSMUSG00000027932,Slc27a3,90296748,90297247
Slc29a2_1,chr19,ENSMUSG00000024891,Slc29a2,5074111,5074610,ENSMUSG00000120690,Gm56654,5073551,5074050
Slc2a1_1,chr4,ENSMUSG00000028645,Slc2a1,118966012,118966511,NA,NA,118965452,118965951
Slc30a1_1,chr1,ENSMUSG00000037434,Slc30a1,191638938,191639437,ENSMUSG00000055833,1700034H15Rik,191638378,191638877
Slc30a5_1,chr13,NA,NA,100969965,100970464,ENSMUSG00000021629,Slc30a5,100969405,100969904
Slc30a9_1,chr5,ENSMUSG00000029221,Slc30a9,67464318,67464817,NA,NA,67463758,67464257
Slc33a1_1,chr3,ENSMUSG00000097724,Gm26850,63872056,63872555,ENSMUSG00000027822,Slc33a1,63871496,63871995
Slc35a3_1,chr3,NA,NA,116505923,116506422,ENSMUSG00000027957,Slc35a3,116505363,116505862
Slc35d1_1,chr4,NA,NA,103072050,103072549,ENSMUSG00000028521,Slc35d1,103071490,103071989
Slc35e2_1,chr4,ENSMUSG00000042202,Slc35e2,155685868,155686367,ENSMUSG00000120844,B930046K06Rik,155685308,155685807
Slc35e3_1,chr10,NA,NA,117582330,117582829,ENSMUSG00000060181,Slc35e3,117581770,117582269
Slc35e4_1,chr11,NA,NA,3864717,3865216,ENSMUSG00000048807,Slc35e4,3864157,3864656
Slc37a1_2,chr17,ENSMUSG00000024036,Slc37a1,31514441,31514940,ENSMUSG00000121760,NA,31513881,31514380
Slc37a4_1,chr9,ENSMUSG00000032114,Slc37a4,44308407,44308906,NA,NA,44307847,44308346
Slc37a4_2,chr9,ENSMUSG00000032114,Slc37a4,44309662,44310161,NA,NA,44309102,44309601
Slc38a10_1,chr11,ENSMUSG00000085636,Gm11769,120042175,120042674,ENSMUSG00000061306,Slc38a10,120041615,120042114
Slc38a1_3,chr15,NA,NA,96536124,96536623,ENSMUSG00000023169,Slc38a1,96535564,96536063
Slc38a2_2,chr15,NA,NA,96596688,96597187,ENSMUSG00000022462,Slc38a2,96596128,96596627
Slc38a9_1,chr13,ENSMUSG00000047789,Slc38a9,112797326,112797825,NA,NA,112796766,112797265
Slc39a13_1,chr2,ENSMUSG00000120441,Gm57424,90900619,90901118,ENSMUSG00000002105,Slc39a13,90900059,90900558
Slc39a4_1,chr15,NA,NA,76501098,76501597,ENSMUSG00000063354,Slc39a4,76500538,76501037
Slc3a2_1,chr19,NA,NA,8691286,8691785,ENSMUSG00000010095,Slc3a2,8690726,8691225
Slc41a1_1,chr1,ENSMUSG00000013275,Slc41a1,131755761,131756260,NA,NA,131755201,131755700
Slc43a1_1,chr2,ENSMUSG00000027075,Slc43a1,84669772,84670271,NA,NA,84669212,84669711
Slc44a1_1,chr4,ENSMUSG00000028412,Slc44a1,53440463,53440962,NA,NA,53439903,53440402
Slc44a3_1,chr3,ENSMUSG00000097124,A530020G20Rik,121325979,121326478,ENSMUSG00000039865,Slc44a3,121325419,121325918
Slc46a1_1,chr11,ENSMUSG00000020829,Slc46a1,78356546,78357045,NA,NA,78355986,78356485
Slc46a3_1,chr5,NA,NA,147831675,147832174,ENSMUSG00000029650,Slc46a3,147831115,147831614
Slc4a2_2,chr5,ENSMUSG00000028962,Slc4a2,24632517,24633016,NA,NA,24631957,24632456
Slc4a7_1,chr14,NA,NA,7766746,7767245,ENSMUSG00000021733,Slc4a7,7766186,7766685
Slc51a_1,chr16,NA,NA,32306553,32307052,ENSMUSG00000035699,Slc51a,32305993,32306492
Slc6a15_1,chr10,ENSMUSG00000019894,Slc6a15,103203647,103204146,NA,NA,103203087,103203586
Slc6a6_2,chr6,ENSMUSG00000030096,Slc6a6,91682866,91683365,NA,NA,91682306,91682805
Slc6a8_1,chrX,ENSMUSG00000019558,Slc6a8,72716784,72717283,ENSMUSG00000120414,Gm32261,72716224,72716723
Slc7a1_1,chr5,ENSMUSG00000120771,Gm57292,148336666,148337165,ENSMUSG00000041313,Slc7a1,148336106,148336605
Slc7a6_1,chr8,ENSMUSG00000031904,Slc7a6,106895518,106896017,NA,NA,106894958,106895457
Slc9a8_1,chr2,ENSMUSG00000039463,Slc9a8,167263652,167264151,NA,NA,167263092,167263591
Slco4c1_1,chr1,ENSMUSG00000097814,Panct2,96799910,96800409,ENSMUSG00000040693,Slco4c1,96799350,96799849
Slf2_1,chr19,ENSMUSG00000036097,Slf2,44919613,44920112,NA,NA,44919053,44919552
Slmap_1,chr14,NA,NA,26256086,26256585,ENSMUSG00000021870,Slmap,26255526,26256025
Smad4_1,chr18,NA,NA,73836912,73837411,ENSMUSG00000024515,Smad4,73836352,73836851
Smad7_2,chr18,ENSMUSG00000025880,Smad7,75501597,75502096,NA,NA,75501037,75501536
Smarca4_1,chr9,ENSMUSG00000032187,Smarca4,21527581,21528080,NA,NA,21527021,21527520
Smarcad1_1,chr6,ENSMUSG00000029920,Smarcad1,65019601,65020100,NA,NA,65019041,65019540
Smarcal1_1,chr1,ENSMUSG00000039354,Smarcal1,72622443,72622942,NA,NA,72621883,72622382
Smarcb1_1,chr10,NA,NA,75757462,75757961,ENSMUSG00000000902,Smarcb1,75756902,75757401
Smarcc1_1,chr9,ENSMUSG00000032481,Smarcc1,109961140,109961639,NA,NA,109960580,109961079
Smarcd1_1,chr15,ENSMUSG00000023018,Smarcd1,99600186,99600685,NA,NA,99599626,99600125
Smarcd2_1,chr11,NA,NA,106163841,106164340,ENSMUSG00000078619,Smarcd2,106163281,106163780
Smarcd2_2,chr11,NA,NA,106158505,106159004,ENSMUSG00000078619,Smarcd2,106157945,106158444
Smc3_1,chr19,ENSMUSG00000024974,Smc3,53588846,53589345,NA,NA,53588286,53588785
Smc5_1,chr19,NA,NA,23251262,23251761,ENSMUSG00000024943,Smc5,23250702,23251201
Smco4_1,chr9,ENSMUSG00000058173,Smco4,15404821,15405320,NA,NA,15404261,15404760
Smg5_1,chr3,ENSMUSG00000001415,Smg5,88243615,88244114,ENSMUSG00000001420,Tmem79,88243055,88243554
Smg7_1,chr1,NA,NA,152778446,152778945,ENSMUSG00000042772,Smg7,152777886,152778385
Smg9_1,chr7,ENSMUSG00000002210,Smg9,24099117,24099616,NA,NA,24098557,24099056
Smim10l1_1,chr6,ENSMUSG00000072704,Smim10l1,133082247,133082746,NA,NA,133081687,133082186
Smim11_1,chr16,ENSMUSG00000051989,Smim11,92098196,92098695,NA,NA,92097636,92098135
Smim13_1,chr13,ENSMUSG00000091264,Smim13,41403339,41403838,NA,NA,41402779,41403278
Smim14_1,chr5,ENSMUSG00000107195,4930589O11Rik,65650276,65650775,ENSMUSG00000105835,Gm43552,65649716,65650215
Smim15_1,chr13,ENSMUSG00000071180,Smim15,108181007,108181506,ENSMUSG00000121053,Gm56593,108180447,108180946
Smim15_2,chr13,ENSMUSG00000071180,Smim15,108182960,108183459,ENSMUSG00000068184,Ndufaf2,108182400,108182899
Smim20_1,chr5,ENSMUSG00000061461,Smim20,53424492,53424991,NA,NA,53423932,53424431
Smim22_1,chr16,ENSMUSG00000096215,Smim22,4825198,4825697,NA,NA,4824638,4825137
Smim26_1,chr2,ENSMUSG00000074754,Smim26,144436007,144436506,NA,NA,144435447,144435946
Smim4_1,chr14,NA,NA,30850916,30851415,ENSMUSG00000058351,Uqcc5,30850356,30850855
Smim5_1,chr11,ENSMUSG00000048442,Smim5,115790990,115791489,ENSMUSG00000020752,Recql5,115790430,115790929
Smim7_1,chr8,NA,NA,73324952,73325451,ENSMUSG00000044600,Smim7,73324392,73324891
Smim8_1,chr4,NA,NA,34778392,34778891,ENSMUSG00000028295,Smim8,34777832,34778331
Smn1_1,chr13,ENSMUSG00000021645,Smn1,100261377,100261876,NA,NA,100260817,100261316
Smndc1_1,chr19,ENSMUSG00000117768,8030456M14Rik,53379081,53379580,ENSMUSG00000025024,Smndc1,53378521,53379020
Smok4a_1,chr17,ENSMUSG00000121414,Smok4a,13741729,13742228,ENSMUSG00000117042,2700054A10Rik,13741169,13741668
Smtn_1,chr11,NA,NA,3489304,3489803,ENSMUSG00000020439,Smtn,3488744,3489243
Smurf1_1,chr5,NA,NA,144902690,144903189,ENSMUSG00000038780,Smurf1,144902130,144902629
Smyd5_1,chr6,ENSMUSG00000033706,Smyd5,85408976,85409475,NA,NA,85408416,85408915
Snai3_1,chr8,NA,NA,123187469,123187968,ENSMUSG00000006587,Snai3,123186909,123187408
Snap23_1,chr2,ENSMUSG00000027287,Snap23,120398206,120398705,NA,NA,120397646,120398145
Snapc1_1,chr12,ENSMUSG00000021113,Snapc1,74011315,74011814,NA,NA,74010755,74011254
Snapc2_1,chr8,ENSMUSG00000011837,Snapc2,4303109,4303608,NA,NA,4302549,4303048
Snapc3_1,chr4,ENSMUSG00000028483,Snapc3,83335992,83336491,NA,NA,83335432,83335931
Snapc4_1,chr2,NA,NA,26270700,26271199,ENSMUSG00000036281,Snapc4,26270140,26270639
Snapc5_1,chr9,ENSMUSG00000032398,Snapc5,64086590,64087089,NA,NA,64086030,64086529
Snapin_1,chr3,NA,NA,90398358,90398857,ENSMUSG00000001018,Snapin,90397798,90398297
Sncg_1,chr14,NA,NA,34096665,34097164,ENSMUSG00000023064,Sncg,34096105,34096604
Snd1_1,chr6,ENSMUSG00000001424,Snd1,28480405,28480904,NA,NA,28479845,28480344
Sned1_2,chr1,ENSMUSG00000047793,Sned1,93201722,93202221,NA,NA,93201162,93201661
Snf8_1,chr11,ENSMUSG00000006058,Snf8,95925759,95926258,NA,NA,95925199,95925698
Snhg1_1,chr19,ENSMUSG00000108414,Snhg1,8700862,8701361,ENSMUSG00000010095,Slc3a2,8700302,8700801
Snhg20_1,chr11,ENSMUSG00002076896,Gm55431,116967625,116968124,NA,NA,116967065,116967564
Snhg3_1,chr4,NA,NA,132080994,132081493,ENSMUSG00000085241,Snhg3,132080434,132080933
Snhg5_1,chr9,NA,NA,88404991,88405490,ENSMUSG00000097195,Snhg5,88404431,88404930
Snhg7_1,chr2,ENSMUSG00000086775,Snhg7os,26530306,26530805,ENSMUSG00000120369,Snhg7,26529746,26530245
Snhg8_1,chr3,NA,NA,123302035,123302534,ENSMUSG00000092730,Snora24,123301475,123301974
Snora64_1,chr17,ENSMUSG00000044533,Rps2,24939758,24940257,NA,NA,24939198,24939697
Snord100_1,chr10,NA,NA,23661766,23662265,ENSMUSG00000061983,Rps12,23661206,23661705
Snord104_1,chr11,ENSMUSG00000065126,Snord104,106391752,106392251,NA,NA,106391192,106391691
Snord15b_1,chr7,NA,NA,99128961,99129460,ENSMUSG00000030744,Rps3,99128401,99128900
Snord16a_1,chr9,ENSMUSG00000032399,Rpl4,64082718,64083217,NA,NA,64082158,64082657
Snord37_1,chr10,ENSMUSG00000034994,Eef2,81014710,81015209,NA,NA,81014150,81014649
Snord42a_1,chr11,ENSMUSG00000019437,Tlcd1,78072236,78072735,ENSMUSG00000058546,Rpl23a,78071676,78072175
Snord47_1,chr1,ENSMUSG00000064968,Snord47,160865664,160866163,NA,NA,160865104,160865603
Snord57_1,chr2,ENSMUSG00000027405,Nop56,130119949,130120448,NA,NA,130119389,130119888
Snord65_1,chr11,ENSMUSG00000077457,Snord65,62495352,62495851,NA,NA,62494792,62495291
Snord82_1,chr1,NA,NA,86284099,86284598,ENSMUSG00000064823,Snord82,86283539,86284038
Snord89_1,chr1,NA,NA,39587981,39588480,ENSMUSG00000085894,Gm15832,39587421,39587920
Snord99_1,chr4,ENSMUSG00000080615,Snord99,132038017,132038516,NA,NA,132037457,132037956
Snrnp70_1,chr7,NA,NA,45045166,45045665,ENSMUSG00000063511,Snrnp70,45044606,45045105
Snrpb_1,chr2,NA,NA,130021336,130021835,ENSMUSG00000027404,Snrpb,130020776,130021275
Snrpc_1,chr17,ENSMUSG00000024217,Snrpc,28059097,28059596,NA,NA,28058537,28059036
Snrpg_1,chr6,ENSMUSG00000057278,Snrpg,86348540,86349039,NA,NA,86347980,86348479
Sntb2_1,chr8,ENSMUSG00000041308,Sntb2,107662383,107662882,NA,NA,107661823,107662322
Snu13_1,chr15,NA,NA,81931797,81932296,ENSMUSG00000063480,Snu13,81931237,81931736
Snupn_1,chr9,ENSMUSG00000055334,Snupn,56858203,56858702,NA,NA,56857643,56858142
Snw1_1,chr12,NA,NA,87519099,87519598,ENSMUSG00000021039,Snw1,87518539,87519038
Snx11_1,chr11,NA,NA,96668384,96668883,ENSMUSG00000020876,Snx11,96667824,96668323
Snx13_1,chr12,ENSMUSG00000020590,Snx13,35097211,35097710,NA,NA,35096651,35097150
Snx15_1,chr19,NA,NA,6178352,6178851,ENSMUSG00000024787,Snx15,6177792,6178291
Snx21_1,chr2,ENSMUSG00000050373,Snx21,164627679,164628178,NA,NA,164627119,164627618
Snx29_1,chr16,ENSMUSG00000071669,Snx29,11140799,11141298,NA,NA,11140239,11140738
Snx32_1,chr19,ENSMUSG00000121780,NA,5560560,5561059,ENSMUSG00000056185,Snx32,5560000,5560499
Snx4_1,chr16,ENSMUSG00000022808,Snx4,33071823,33072322,NA,NA,33071263,33071762
Snx7_1,chr3,ENSMUSG00000120861,Gm56798,117662613,117663112,ENSMUSG00000028007,Snx7,117662053,117662552
Snx9_1,chr17,ENSMUSG00000002365,Snx9,5891651,5892150,NA,NA,5891091,5891590
Socs4_1,chr14,ENSMUSG00000048379,Socs4,47524628,47525127,NA,NA,47524068,47524567
Socs7_1,chr11,ENSMUSG00000038485,Socs7,97253291,97253790,NA,NA,97252731,97253230
Sod1_1,chr16,ENSMUSG00000022982,Sod1,90017661,90018160,NA,NA,90017101,90017600
Son_1,chr16,ENSMUSG00000022961,Son,91444783,91445282,NA,NA,91444223,91444722
Son_3,chr16,ENSMUSG00000022961,Son,91474581,91475080,ENSMUSG00000022960,Donson,91474021,91474520
Sos1_1,chr17,NA,NA,80787932,80788431,ENSMUSG00000024241,Sos1,80787372,80787871
Sox11_1,chr12,ENSMUSG00000120751,Gm56537,27392753,27393252,ENSMUSG00000063632,Sox11,27392193,27392692
Sox15_1,chr11,ENSMUSG00000041287,Sox15,69545874,69546373,NA,NA,69545314,69545813
Sox2_1,chr3,ENSMUSG00000074637,Sox2,34704157,34704656,NA,NA,34703597,34704096
Sox4_1,chr13,NA,NA,29137730,29138229,ENSMUSG00000076431,Sox4,29137170,29137669
Sp1_1,chr15,ENSMUSG00000001280,Sp1,102314758,102315257,NA,NA,102314198,102314697
Sp2_1,chr11,NA,NA,96868554,96869053,ENSMUSG00000018678,Sp2,96867994,96868493
Sp3_1,chr2,ENSMUSG00000063714,Sp3os,72810854,72811353,ENSMUSG00000027109,Sp3,72810294,72810793
Sp4_1,chr12,ENSMUSG00000120574,Gm56549,118265168,118265667,ENSMUSG00000025323,Sp4,118264608,118265107
Sp6_1,chr11,ENSMUSG00000038560,Sp6,96909600,96910099,NA,NA,96909040,96909539
Spag1_1,chr15,ENSMUSG00000037617,Spag1,36210674,36211173,ENSMUSG00000115811,Gm41293,36210114,36210613
Spag5_1,chr11,ENSMUSG00000002055,Spag5,78192461,78192960,NA,NA,78191901,78192400
Spag7_1,chr11,NA,NA,70560170,70560669,ENSMUSG00000018287,Spag7,70559610,70560109
Spag8_1,chr4,NA,NA,43653628,43654127,ENSMUSG00000066196,Spag8,43653068,43653567
Spag9_1,chr11,ENSMUSG00000020859,Spag9,93886928,93887427,NA,NA,93886368,93886867
Spag9_2,chr11,ENSMUSG00000020859,Spag9,93935094,93935593,NA,NA,93934534,93935033
Spata22_1,chr11,ENSMUSG00000112920,Spata22,73220580,73221079,ENSMUSG00000020774,Aspa,73220020,73220519
Spata24_1,chr18,NA,NA,35795260,35795759,ENSMUSG00000024352,Spata24,35794700,35795199
Spata25_1,chr2,NA,NA,164670461,164670960,ENSMUSG00000017767,Spata25,164669901,164670400
Spata2_1,chr2,ENSMUSG00000006418,Rnf114,167334844,167335343,ENSMUSG00000047030,Spata2,167334284,167334783
Spata2l_1,chr8,ENSMUSG00000097637,4933417D19Rik,123963009,123963508,ENSMUSG00000033594,Spata2l,123962449,123962948
Spats1_1,chr17,NA,NA,45785821,45786320,ENSMUSG00000023935,Spats1,45785261,45785760
Spc24_1,chr9,NA,NA,21671628,21672127,ENSMUSG00000074476,Spc24,21671068,21671567
Spc25_1,chr2,NA,NA,69036551,69037050,ENSMUSG00000005233,Spc25,69035991,69036490
Spcs2_1,chr7,ENSMUSG00000035211,Xrra1,99508141,99508640,ENSMUSG00000035227,Spcs2,99507581,99508080
Spcs3_1,chr8,ENSMUSG00000031519,Asb5,54983044,54983543,ENSMUSG00000054408,Spcs3,54982484,54982983
Spdl1_1,chr11,ENSMUSG00000120536,Gm57348,34724493,34724992,ENSMUSG00000069910,Spdl1,34723933,34724432
Spen_1,chr4,NA,NA,141265873,141266372,ENSMUSG00000040761,Spen,141265313,141265812
Spg11_1,chr2,NA,NA,121948867,121949366,ENSMUSG00000033396,Spg11,121948307,121948806
Spg21_1,chr9,ENSMUSG00000032388,Spg21,65368257,65368756,NA,NA,65367697,65368196
Spg7_1,chr8,ENSMUSG00000000738,Spg7,123792258,123792757,NA,NA,123791698,123792197
Spin1_1,chr13,ENSMUSG00000021395,Spin1,51254927,51255426,NA,NA,51254367,51254866
Spindoc_1,chr19,ENSMUSG00000099923,1700105P06Rik,7360408,7360907,ENSMUSG00000024970,Spindoc,7359848,7360347
Spp1_1,chr5,ENSMUSG00000029304,Spp1,104582998,104583497,NA,NA,104582438,104582937
Spred1_1,chr2,ENSMUSG00000027351,Spred1,116951587,116952086,NA,NA,116951027,116951526
Spry1_1,chr3,ENSMUSG00000037211,Spry1,37694114,37694613,ENSMUSG00000104605,Gm42922,37693554,37694053
Spryd4_1,chr10,NA,NA,128047726,128048225,ENSMUSG00000051346,Spryd4,128047166,128047665
Spsb2_1,chr6,ENSMUSG00000038451,Spsb2,124785879,124786378,NA,NA,124785319,124785818
Sptlc2_1,chr12,NA,NA,87435090,87435589,ENSMUSG00000021036,Sptlc2,87434530,87435029
Sqle_1,chr15,ENSMUSG00000022351,Sqle,59186932,59187431,NA,NA,59186372,59186871
Sqstm1_1,chr11,ENSMUSG00000036620,Mgat4b,50101668,50102167,ENSMUSG00000015837,Sqstm1,50101108,50101607
Sra1_1,chr18,NA,NA,36803382,36803881,ENSMUSG00000006050,Sra1,36802822,36803321
Srarp_1,chr4,NA,NA,141163461,141163960,ENSMUSG00000070637,Srarp,141162901,141163400
Src_1,chr2,ENSMUSG00000027646,Src,157266222,157266721,NA,NA,157265662,157266161
Srcap_1,chr7,ENSMUSG00000053877,Srcap,127111213,127111712,ENSMUSG00000101225,1700008J07Rik,127110653,127111152
Srd5a3_1,chr5,ENSMUSG00000029233,Srd5a3,76288168,76288667,NA,NA,76287608,76288107
Srf_1,chr17,NA,NA,46867145,46867644,ENSMUSG00000015605,Srf,46866585,46867084
Srm_1,chr4,ENSMUSG00000006442,Srm,148675980,148676479,NA,NA,148675420,148675919
Srp14_1,chr2,NA,NA,118310175,118310674,ENSMUSG00000009549,Srp14,118309615,118310114
Srp19_1,chr18,ENSMUSG00000014504,Srp19,34464211,34464710,NA,NA,34463651,34464150
Srp68_1,chr11,NA,NA,116164991,116165490,ENSMUSG00000020780,Srp68,116164431,116164930
Srp72_1,chr5,ENSMUSG00000036323,Srp72,77122571,77123070,NA,NA,77122011,77122510
Srp9_1,chr1,ENSMUSG00000026511,Srp9,181952365,181952864,NA,NA,181951805,181952304
Srpk1_1,chr17,NA,NA,28841478,28841977,ENSMUSG00000004865,Srpk1,28840918,28841417
Srprb_1,chr9,NA,NA,103079378,103079877,ENSMUSG00000032553,Srprb,103078818,103079317
Srrm1_1,chr4,NA,NA,135080507,135081006,ENSMUSG00000028809,Srrm1,135079947,135080446
Srrm4_2,chr5,ENSMUSG00000086219,Srrm4os,116584844,116585343,ENSMUSG00000063919,Srrm4,116584284,116584783
Srrt_1,chr5,ENSMUSG00000120862,Gm57299,137305952,137306451,ENSMUSG00000037364,Srrt,137305392,137305891
Srsf10_1,chr4,ENSMUSG00000028676,Srsf10,135583467,135583966,ENSMUSG00000120823,Gm57106,135582907,135583406
Srsf1_1,chr11,ENSMUSG00000018379,Srsf1,87938558,87939057,ENSMUSG00000086193,Gm11508,87937998,87938497
Srsf2_2,chr11,ENSMUSG00000090266,Mettl23,116742068,116742567,ENSMUSG00000034120,Srsf2,116741508,116742007
Srsf3_1,chr17,ENSMUSG00000071172,Srsf3,29251658,29252157,ENSMUSG00000086154,Gm16196,29251098,29251597
Srsf4_1,chr4,ENSMUSG00000028911,Srsf4,131600961,131601460,ENSMUSG00000120687,Gm57095,131600401,131600900
Srsf5_1,chr12,ENSMUSG00000021134,Srsf5,80992319,80992818,ENSMUSG00000112880,Gm20337,80991759,80992258
