BDP_ID,Chromosome,watson_start,watson_end,crick_start,crick_end,watson_appris,watson_biotype,watson_biotype_gencode,watson_canonical,watson_description,watson_ensembl_id,watson_gencode_basic,watson_gene_name,watson_gene_name_updated,watson_keyword,watson_length,watson_refseq,watson_rnacentral_id,watson_transcript_id,watson_tsl,watson_uniprot,crick_appris,crick_biotype,crick_biotype_gencode,crick_canonical,crick_description,crick_ensembl_id,crick_gencode_basic,crick_gene_name,crick_gene_name_updated,crick_keyword,crick_length,crick_refseq,crick_rnacentral_id,crick_transcript_id,crick_tsl,crick_uniprot
Zcchc9_1,chr13,91955865,91956364,91955305,91955804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"zinc finger, CCHC domain containing 9 [Source:MGI Symbol;Acc:MGI:1916335]",ENSMUSG00000021621,GENCODE basic,Zcchc9,Zcchc9,Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Zinc; Zinc-finger,11173,,,ENSMUST00000022121,tsl1 (assigned to previous version 12),Q8R1J3
Zcwpw1_1,chr5,137786099,137786598,137785539,137786038,principal1,protein_coding,protein_coding,1,"zinc finger, CW type with PWWP domain 1 [Source:MGI Symbol;Acc:MGI:2685899]",ENSMUSG00000037108,GENCODE basic,Zcwpw1,Zcwpw1,Chromosome; Coiled coil; Differentiation; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Spermatogenesis; Zinc; Zinc-finger,34824,,,ENSMUST00000035852,tsl1 (assigned to previous version 13),Q6IR42,principal1,protein_coding,protein_coding,1,methylphosphate capping enzyme [Source:MGI Symbol;Acc:MGI:106477],ENSMUSG00000029726,GENCODE basic,Mepce,Mepce,Acetylation; Isopeptide bond; Methylation; Methyltransferase; Nucleus; Phosphoprotein; Reference proteome; S-adenosyl-L-methionine; Transferase; Ubl conjugation,5750,NR_188808,,ENSMUST00000031740,tsl1 (assigned to previous version 15),Q8K3A9
Zdbf2_2,chr1,63250777,63251276,63250217,63250716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,chemerin chemokine-like receptor 2 [Source:MGI Symbol;Acc:MGI:2385324],ENSMUSG00000046856,GENCODE basic,Cmklr2,Cmklr2,Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix,31853,,,ENSMUST00000050536,tsl1 (assigned to previous version 13),Q8K087
Zdhhc12_1,chr2,29983686,29984185,29983126,29983625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding_CDS_not_defined,NA,"zinc finger, DHHC domain containing 12 [Source:MGI Symbol;Acc:MGI:1913470]",ENSMUSG00000015335,,Zdhhc12,Zdhhc12,Acyltransferase; Alternative splicing; Endoplasmic reticulum; Golgi apparatus; Lipoprotein; Membrane; Palmitate; Reference proteome; Transferase; Transmembrane; Transmembrane helix,2705,,,ENSMUST00000148717,tsl2 (assigned to previous version 7),Q8VC90
Zdhhc18_1,chr4,133360835,133361334,133360275,133360774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"zinc finger, DHHC domain containing 18 [Source:MGI Symbol;Acc:MGI:3527792]",ENSMUSG00000037553,GENCODE basic,Zdhhc18,Zdhhc18,Acyltransferase; Golgi apparatus; Immunity; Innate immunity; Lipoprotein; Membrane; Palmitate; Phosphoprotein; Reference proteome; Transferase; Transmembrane; Transmembrane helix,44856,,,ENSMUST00000084238,tsl2 (assigned to previous version 4),Q5Y5T2
Zdhhc5_1,chr2,84545461,84545960,84544901,84545400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"zinc finger, DHHC domain containing 5 [Source:MGI Symbol;Acc:MGI:1923573]",ENSMUSG00000034075,GENCODE basic,Zdhhc5,Zdhhc5,Acyltransferase; Alternative splicing; Cell membrane; Immunity; Innate immunity; Lipid transport; Lipoprotein; Membrane; Methylation; Palmitate; Phosphoprotein; Reference proteome; Transferase; Transmembrane; Transmembrane helix; Transport,27211,,,ENSMUST00000035840,tsl1 (assigned to previous version 5),Q8VDZ4
Zdhhc7_1,chr8,120828083,120828582,120827523,120828022,NA,NA,NA,NA,NA,ENSMUSG00000097944,NA,A130014A01Rik,NA,NA,5000,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"zinc finger, DHHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2142662]",ENSMUSG00000031823,GENCODE basic,Zdhhc7,Zdhhc7,Acyltransferase; Golgi apparatus; Lipoprotein; Membrane; Palmitate; Reference proteome; Transferase; Transmembrane; Transmembrane helix,20593,,,ENSMUST00000034280,tsl1 (assigned to previous version 8),Q91WU6
Zdhhc8_1,chr16,18053050,18053549,18052490,18052989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"zinc finger, DHHC domain containing 8 [Source:MGI Symbol;Acc:MGI:1338012]",ENSMUSG00000060166,GENCODE basic,Zdhhc8,Zdhhc8,Acyltransferase; Golgi apparatus; Lipoprotein; Membrane; Methylation; Mitochondrion; Palmitate; Phosphoprotein; Reference proteome; Transferase; Transmembrane; Transmembrane helix,14384,,,ENSMUST00000076957,tsl1 (assigned to previous version 5),Q5Y5T5
Zfand2a_1,chr5,139470267,139470766,139469707,139470206,NA,NA,NA,NA,NA,ENSMUSG00000121177,NA,Gm57325,NA,NA,589,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,"zinc finger, AN1-type domain 2A [Source:MGI Symbol;Acc:MGI:2140729]",ENSMUSG00000053581,GENCODE basic,Zfand2a,Zfand2a,Cytoplasm; Metal-binding; Nucleus; Reference proteome; Repeat; Zinc; Zinc-finger,13339,,,ENSMUST00000079996,tsl1 (assigned to previous version 12),Q9JII7
Zfat_1,chr15,68130755,68131254,68130195,68130694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,protein_coding,NA,zinc finger and AT hook domain containing [Source:MGI Symbol;Acc:MGI:2681865],ENSMUSG00000022335,GENCODE basic,Zfat,Zfat,3D-structure; Alternative splicing; Cytoplasm; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,175093,NR_152182,,ENSMUST00000162054,tsl1 (assigned to previous version 7),Q7TS63
Zfp106_1,chr2,120394362,120394861,120393802,120394301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153],ENSMUSG00000027288,GENCODE basic,Zfp106,Zfp106,NA,57024,,,ENSMUST00000055241,tsl5 (assigned to previous version 12),
Zfp108_1,chr7,23954193,23954692,23953633,23954132,principal2,protein_coding,protein_coding,NA,zinc finger protein 108 [Source:MGI Symbol;Acc:MGI:1891198],ENSMUSG00000030486,GENCODE basic,Zfp108,Zfp108,NA,7652,,,ENSMUST00000206777,tsl1 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp119a_1,chr17,56185992,56186491,56185432,56185931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 119a [Source:MGI Symbol;Acc:MGI:1345189],ENSMUSG00000057835,GENCODE basic,Zfp119a,Zfp119a,NA,14039,,,ENSMUST00000079642,tsl1 (assigned to previous version 7),
Zfp119b_1,chr17,56252304,56252803,56251744,56252243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 119b [Source:MGI Symbol;Acc:MGI:2385323],ENSMUSG00000062101,GENCODE basic,Zfp119b,Zfp119b,NA,11120,,,ENSMUST00000056147,tsl1 (assigned to previous version 13),
Zfp128_1,chr7,12615115,12615614,12614555,12615054,,protein_coding,retained_intron,NA,zinc finger protein 128 [Source:MGI Symbol;Acc:MGI:2389445],ENSMUSG00000060397,,Zfp128,Zfp128,Isopeptide bond; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,12246,,,ENSMUST00000081891,tsl1 (assigned to previous version 6),Q8BGV5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp13_1,chr17,23805250,23805749,23804690,23805189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,1,zinc finger protein 13 [Source:MGI Symbol;Acc:MGI:99159],ENSMUSG00000062012,GENCODE basic,Zfp13,Zfp13,Alternative splicing; Direct protein sequencing; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Zinc; Zinc-finger,23644,,,ENSMUST00000115516,tsl1 (assigned to previous version 9),P10754
Zfp13_2,chr17,23818567,23819066,23818007,23818506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal2,protein_coding,protein_coding,1,zinc finger protein 13 [Source:MGI Symbol;Acc:MGI:99159],ENSMUSG00000062012,GENCODE basic,Zfp13,Zfp13,Alternative splicing; Direct protein sequencing; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Zinc; Zinc-finger,23644,,,ENSMUST00000115516,tsl1 (assigned to previous version 9),P10754
Zfp141_1,chr7,42155205,42155704,42154645,42155144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 141 [Source:MGI Symbol;Acc:MGI:3584269],ENSMUSG00000092416,GENCODE basic,Zfp141,Zfp141,NA,32355,,,ENSMUST00000174407,tsl1 (assigned to previous version 2),
Zfp143_1,chr7,109660929,109661428,109660369,109660868,principal4,protein_coding,protein_coding,NA,zinc finger protein 143 [Source:MGI Symbol;Acc:MGI:1277969],ENSMUSG00000061079,GENCODE basic,Zfp143,Zfp143,Acetylation; Activator; Alternative splicing; DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,34178,,,ENSMUST00000209505,tsl1 (assigned to previous version 1),O70230,NA,NA,NA,NA,NA,ENSMUSG00000073867,NA,AA474408,NA,NA,3339,NA,NA,NA,NA,NA
Zfp14_1,chr7,29750844,29751343,29750284,29750783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 14 [Source:MGI Symbol;Acc:MGI:99160],ENSMUSG00000053985,GENCODE basic,Zfp14,Zfp14,DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Zinc; Zinc-finger,15022,,,ENSMUST00000207873,tsl1 (assigned to previous version 1),P10755
Zfp169_1,chr13,48666970,48667469,48666410,48666909,NA,NA,NA,NA,NA,ENSMUSG00000053181,NA,A830005F24Rik,NA,NA,1633,NA,NA,NA,NA,NA,,protein_coding,protein_coding,NA,zinc finger protein 169 [Source:MGI Symbol;Acc:MGI:1915161],ENSMUSG00000050954,GENCODE basic,Zfp169,Zfp169,NA,25805,,,ENSMUST00000176176,tsl1 (assigned to previous version 7),
Zfp1_1,chr8,112370085,112370584,112369525,112370024,,protein_coding,protein_coding,NA,zinc finger protein 1 [Source:MGI Symbol;Acc:MGI:99154],ENSMUSG00000055835,GENCODE basic,Zfp1,Zfp1,NA,27611,,,ENSMUST00000212072,tsl1 (assigned to previous version 1),,NA,NA,NA,NA,NA,ENSMUSG00000121020,NA,Gm56859,NA,NA,689,NA,NA,NA,NA,NA
Zfp202_1,chr9,40103635,40104134,40103075,40103574,,protein_coding,nonsense_mediated_decay,NA,zinc finger protein 202 [Source:MGI Symbol;Acc:MGI:1933401],ENSMUSG00000025602,,Zfp202,Zfp202,NA,21289,NR_153114,,ENSMUST00000168691,tsl1 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp202_2,chr9,40111048,40111547,40110488,40110987,,protein_coding,nonsense_mediated_decay,NA,zinc finger protein 202 [Source:MGI Symbol;Acc:MGI:1933401],ENSMUSG00000025602,,Zfp202,Zfp202,NA,21289,NR_153114,,ENSMUST00000168691,tsl1 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp207_1,chr11,80274166,80274665,80273606,80274105,,protein_coding,nonsense_mediated_decay,NA,zinc finger protein 207 [Source:MGI Symbol;Acc:MGI:1340045],ENSMUSG00000017421,,Zfp207,Zfp207,Alternative splicing; Cell cycle; Cell division; Centromere; Chromosome; Chromosome partition; Cytoplasm; Cytoskeleton; Kinetochore; Metal-binding; Microtubule; Mitosis; Nucleus; Reference proteome; Repeat; Zinc; Zinc-finger,22455,NR_156116,,ENSMUST00000178665,tsl2 (assigned to previous version 7),Q9JMD0,NA,NA,NA,NA,NA,ENSMUSG00000120230,NA,Gm57386,NA,NA,3343,NA,NA,NA,NA,NA
Zfp212_1,chr6,47897549,47898048,47896989,47897488,principal1,protein_coding,protein_coding,1,Zinc finger protein 212 [Source:MGI Symbol;Acc:MGI:2682609],ENSMUSG00000052763,GENCODE basic,Zfp212,Zfp212,NA,12164,,,ENSMUST00000009411,tsl1 (assigned to previous version 8),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp213_1,chr17,23783153,23783652,23782593,23783092,NA,NA,NA,NA,NA,ENSMUSG00000117322,NA,6330415G19Rik,NA,NA,23651,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 213 [Source:MGI Symbol;Acc:MGI:3053094],ENSMUSG00000071256,GENCODE basic,Zfp213,Zfp213,NA,7472,,,ENSMUST00000095606,tsl1 (assigned to previous version 3),
Zfp219_1,chr14,52258227,52258726,52257667,52258166,NA,NA,NA,NA,NA,ENSMUSG00000115454,NA,Gm49086,NA,NA,2055,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,NA,zinc finger protein 219 [Source:MGI Symbol;Acc:MGI:1917140],ENSMUSG00000049295,GENCODE basic,Zfp219,Zfp219,Activator; Differentiation; DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Zinc; Zinc-finger,14657,,,ENSMUST00000226522,,Q6IQX8
Zfp219_2,chr14,52257300,52257799,52256740,52257239,NA,NA,NA,NA,NA,ENSMUSG00000115454,NA,Gm49086,NA,NA,2055,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,NA,zinc finger protein 219 [Source:MGI Symbol;Acc:MGI:1917140],ENSMUSG00000049295,GENCODE basic,Zfp219,Zfp219,Activator; Differentiation; DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Zinc; Zinc-finger,14657,,,ENSMUST00000226522,,Q6IQX8
Zfp229_1,chr17,21952735,21953234,21952175,21952674,,protein_coding,protein_coding,NA,zinc finger protein 229 [Source:MGI Symbol;Acc:MGI:2679295],ENSMUSG00000061544,,Zfp229,Zfp229,NA,38548,,,ENSMUST00000182827,tsl5 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp235_1,chr7,23833610,23834109,23833050,23833549,,protein_coding,retained_intron,NA,zinc finger protein 235 [Source:MGI Symbol;Acc:MGI:1929117],ENSMUSG00000047603,,Zfp235,Zfp235,NA,9073,,URS00009B6FC1,ENSMUST00000205834,tslNA (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp236_1,chr18,82710886,82711385,82710326,82710825,NA,NA,NA,NA,NA,ENSMUSG00000097141,NA,Gm10524,NA,NA,1893,NA,NA,NA,NA,NA,,protein_coding,protein_coding,NA,zinc finger protein 236 [Source:MGI Symbol;Acc:MGI:1926950],ENSMUSG00000041258,GENCODE basic,Zfp236,Zfp236,NA,99291,,,ENSMUST00000171071,tsl1 (assigned to previous version 8),
Zfp24_1,chr18,24153863,24154362,24153303,24153802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 24 [Source:MGI Symbol;Acc:MGI:1929704],ENSMUSG00000051469,GENCODE basic,Zfp24,Zfp24,DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,11109,,,ENSMUST00000066497,tsl1 (assigned to previous version 11),Q91VN1
Zfp260_1,chr7,29794620,29795119,29794060,29794559,,protein_coding,protein_coding_CDS_not_defined,NA,zinc finger protein 260 [Source:MGI Symbol;Acc:MGI:1347071],ENSMUSG00000049421,,Zfp260,Zfp260,Activator; Developmental protein; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,12846,,,ENSMUST00000123095,tsl3 (assigned to previous version 7),Q62513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp263_1,chr16,3561991,3562490,3561431,3561930,principal1,protein_coding,protein_coding,1,zinc finger protein 263 [Source:MGI Symbol;Acc:MGI:1921370],ENSMUSG00000022529,GENCODE basic,Zfp263,Zfp263,DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,6698,,,ENSMUST00000023176,tsl1 (assigned to previous version 4),Q8CF60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp26_1,chr9,20371337,20371836,20370777,20371276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 26 [Source:MGI Symbol;Acc:MGI:99173],ENSMUSG00000063108,GENCODE basic,Zfp26,Zfp26,NA,31714,NR_176388,,ENSMUST00000159569,tsl1 (assigned to previous version 8),
Zfp273_1,chr13,67961945,67962444,67961385,67961884,principal1,protein_coding,protein_coding,1,zinc finger protein 273 [Source:MGI Symbol;Acc:MGI:3036278],ENSMUSG00000030446,GENCODE basic,Zfp273,Zfp273,NA,13263,,,ENSMUST00000181391,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,ENSMUSG00000097276,NA,4930525G20Rik,NA,NA,34819,NA,NA,NA,NA,NA
Zfp273_2,chr13,67969946,67970445,67969386,67969885,principal1,protein_coding,protein_coding,1,zinc finger protein 273 [Source:MGI Symbol;Acc:MGI:3036278],ENSMUSG00000030446,GENCODE basic,Zfp273,Zfp273,NA,13263,,,ENSMUST00000181391,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,ENSMUSG00000097276,NA,4930525G20Rik,NA,NA,34819,NA,NA,NA,NA,NA
Zfp27_1,chr7,29605574,29606073,29605014,29605513,NA,NA,NA,NA,NA,ENSMUSG00000098873,NA,Mir7668,NA,NA,59,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 27 [Source:MGI Symbol;Acc:MGI:99174],ENSMUSG00000062040,GENCODE basic,Zfp27,Zfp27,Alternative splicing; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,13240,,,ENSMUST00000162592,tsl1 (assigned to previous version 7),P10077
Zfp280b_1,chr10,75868470,75868969,75867910,75868409,,protein_coding,protein_coding,NA,zinc finger protein 280B [Source:MGI Symbol;Acc:MGI:1927865],ENSMUSG00000049764,,Zfp280b,Zfp280b,NA,10585,,,ENSMUST00000218627,tsl3 (assigned to previous version 1),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp280d_1,chr9,72196938,72197437,72196378,72196877,NA,NA,NA,NA,NA,ENSMUSG00000098492,NA,Gm19353,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp281_1,chr1,136552688,136553187,136552128,136552627,principal1,protein_coding,protein_coding,NA,zinc finger protein 281 [Source:MGI Symbol;Acc:MGI:3029290],ENSMUSG00000041483,GENCODE basic,Zfp281,Zfp281,Differentiation; DNA-binding; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,5153,,,ENSMUST00000047734,tsl1 (assigned to previous version 14),Q99LI5,NA,NA,NA,NA,NA,ENSMUSG00000097229,NA,Platr23,NA,NA,2729,NA,NA,NA,NA,NA
Zfp28_1,chr7,6386335,6386834,6385775,6386274,principal1,protein_coding,protein_coding,1,zinc finger protein 28 [Source:MGI Symbol;Acc:MGI:99175],ENSMUSG00000062861,GENCODE basic,Zfp28,Zfp28,Alternative splicing; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,13621,,,ENSMUST00000081022,tsl1 (assigned to previous version 8),P10078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp292_1,chr4,34882992,34883491,34882432,34882931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alternative2,protein_coding,protein_coding,NA,zinc finger protein 292 [Source:MGI Symbol;Acc:MGI:1353423],ENSMUSG00000039967,GENCODE basic,Zfp292,Zfp292,Acetylation; Alternative splicing; DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,79848,,,ENSMUST00000098163,tsl1 (assigned to previous version 8),Q9Z2U2
Zfp296_1,chr7,19311259,19311758,19310699,19311198,principal1,protein_coding,protein_coding,1,zinc finger protein 296 [Source:MGI Symbol;Acc:MGI:1926956],ENSMUSG00000011267,GENCODE basic,Zfp296,Zfp296,Isopeptide bond; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Ubl conjugation; Zinc; Zinc-finger,3370,,,ENSMUST00000108453,tsl1 (assigned to previous version 1),E9Q6W4,principal1,protein_coding,protein_coding,1,gem nuclear organelle associated protein 7 [Source:MGI Symbol;Acc:MGI:1916981],ENSMUSG00000044709,GENCODE basic,Gemin7,Gemin7,Acetylation; Cytoplasm; mRNA processing; mRNA splicing; Nucleus; Reference proteome,12650,,,ENSMUST00000117222,tsl2 (assigned to previous version 1),Q9CWY4
Zfp2_1,chr11,50807032,50807531,50806472,50806971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,NA,zinc finger protein 2 [Source:MGI Symbol;Acc:MGI:99167],ENSMUSG00000049321,GENCODE basic,Zfp2,Zfp2,Alternative splicing; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,17454,,,ENSMUST00000109129,tsl1 (assigned to previous version 7),P08043
Zfp316_1,chr5,143255783,143256282,143255223,143255722,NA,NA,NA,NA,NA,ENSMUSG00000105345,NA,BC030343,NA,NA,3273,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 316 [Source:MGI Symbol;Acc:MGI:1860402],ENSMUSG00000046658,GENCODE basic,Zfp316,Zfp316,NA,20326,,,ENSMUST00000161448,tsl1 (assigned to previous version 7),
Zfp324_1,chr7,12699783,12700282,12699223,12699722,principal1,protein_coding,protein_coding,1,zinc finger protein 324 [Source:MGI Symbol;Acc:MGI:2444641],ENSMUSG00000004500,GENCODE basic,Zfp324,Zfp324,NA,8399,,,ENSMUST00000038701,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp326_1,chr5,106024445,106024944,106023885,106024384,,protein_coding,protein_coding,NA,zinc finger protein 326 [Source:MGI Symbol;Acc:MGI:1927246],ENSMUSG00000029290,,Zfp326,Zfp326,NA,39254,,,ENSMUST00000150440,tsl5 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp330_1,chr8,83500824,83501323,83500264,83500763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,protein_coding,retained_intron,NA,zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574],ENSMUSG00000031711,,Zfp330,Zfp330,Alternative splicing; Centromere; Chromosome; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Zinc; Zinc-finger,10554,,,ENSMUST00000211451,tsl1 (assigned to previous version 1),Q922H9
Zfp346_1,chr13,55253146,55253645,55252586,55253085,,protein_coding,protein_coding_CDS_not_defined,NA,zinc finger protein 346 [Source:MGI Symbol;Acc:MGI:1349417],ENSMUSG00000021481,,Zfp346,Zfp346,NA,29515,,,ENSMUST00000161018,tsl3 (assigned to previous version 7),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp35_1,chr18,24122749,24123248,24122189,24122688,principal1,protein_coding,protein_coding,1,zinc finger protein 35 [Source:MGI Symbol;Acc:MGI:99179],ENSMUSG00000063281,GENCODE basic,Zfp35,Zfp35,Activator; Developmental protein; Differentiation; DNA-binding; Metal-binding; Nucleus; Reference proteome; Repeat; Spermatogenesis; Transcription; Transcription regulation; Zinc; Zinc-finger,15745,,,ENSMUST00000074941,tsl1 (assigned to previous version 7),P15620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zfp367_1,chr13,64301035,64301534,64300475,64300974,NA,NA,NA,NA,NA,ENSMUSG00000114165,NA,Gm47513,NA,NA,2016,NA,NA,NA,NA,NA,principal1,protein_coding,protein_coding,1,zinc finger protein 367 [Source:MGI Symbol;Acc:MGI:2442266],ENSMUSG00000044934,GENCODE basic,Zfp367,Zfp367,Activator; Alternative splicing; Coiled coil; Direct protein sequencing; DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Reference proteome; Repeat; Transcription; Transcription regulation; Zinc; Zinc-finger,20185,,,ENSMUST00000059817,tsl1 (assigned to previous version 11),Q0VDT2
Zfp369_1,chr13,65426677,65427176,65426117,65426616,principal1,protein_coding,protein_coding,1,zinc finger protein 369 [Source:MGI Symbol;Acc:MGI:2176229],ENSMUSG00000021514,GENCODE basic,Zfp369,Zfp369,NA,25408,,,ENSMUST00000126879,tsl1 (assigned to previous version 7),,NA,NA,NA,NA,NA,ENSMUSG00000120981,NA,Gm56590,NA,NA,1513,NA,NA,NA,NA,NA
