"ensembl_gene_id","baseMean","gene_length","gene_biotype"
"ENSMUSG00000031979",2209.41666666667,31241,"protein_coding"
"ENSMUSG00000031980",0.333333333333333,13121,"protein_coding"
"ENSMUSG00000031981",6.66666666666667,42621,"protein_coding"
"ENSMUSG00000031983",1233,27614,"protein_coding"
"ENSMUSG00000031982",2056.5,11985,"protein_coding"
"ENSMUSG00000043068",143.916666666667,11553,"protein_coding"
"ENSMUSG00000036913",241.666666666667,41686,"protein_coding"
"ENSMUSG00000031984",4689.75,23675,"protein_coding"
"ENSMUSG00000031985",5834.5,27025,"protein_coding"
"ENSMUSG00000074030",1196.08333333333,7407,"protein_coding"
"ENSMUSG00000031986",903,5928,"protein_coding"
"ENSMUSG00000031987",2491,40668,"protein_coding"
"ENSMUSG00000056820",2321.91666666667,21196,"protein_coding"
"ENSMUSG00000043051",569.25,206957,"protein_coding"
"ENSMUSG00000001995",4636.25,74648,"protein_coding"
"ENSMUSG00000110629",3.5,32033,"lncRNA"
"ENSMUSG00000050930",405.583333333333,3548,"protein_coding"
"ENSMUSG00000031851",536.833333333333,14033,"protein_coding"
"ENSMUSG00000060212",209.083333333333,146810,"protein_coding"
"ENSMUSG00000031853",57.75,36990,"protein_coding"
"ENSMUSG00000033998",2541.16666666667,35587,"protein_coding"
"ENSMUSG00000057060",203.083333333333,97399,"protein_coding"
"ENSMUSG00000051671",297.75,2935,"protein_coding"
"ENSMUSG00000090290",2951.83333333333,48414,"protein_coding"
"ENSMUSG00000051495",3075.16666666667,5141,"protein_coding"
"ENSMUSG00000033931",3282.66666666667,23907,"protein_coding"
"ENSMUSG00000025812",26333.9166666667,338004,"protein_coding"
"ENSMUSG00000025810",210.75,146403,"protein_coding"
"ENSMUSG00000025809",24687.75,47926,"protein_coding"
"ENSMUSG00000025899",4124.33333333333,50616,"protein_coding"
"ENSMUSG00000025898",9849.83333333333,75152,"protein_coding"
"ENSMUSG00000041624",3548,373439,"protein_coding"
"ENSMUSG00000025894",2927.08333333333,14702,"protein_coding"
"ENSMUSG00000025893",789.583333333333,21990,"protein_coding"
"ENSMUSG00000041124",1034,3333,"protein_coding"
"ENSMUSG00000025892",1449.83333333333,378342,"protein_coding"
"ENSMUSG00000025888",0,8765,"protein_coding"
"ENSMUSG00000033538",4.41666666666667,27943,"protein_coding"
"ENSMUSG00000025887",3.91666666666667,27559,"protein_coding"
"ENSMUSG00000032006",768.916666666667,208908,"protein_coding"
"ENSMUSG00000047619",0,1520,"protein_coding"
"ENSMUSG00000047193",8141.66666666667,248544,"protein_coding"
"ENSMUSG00000032002",3537.75,22466,"protein_coding"
"ENSMUSG00000050578",1.25,10820,"protein_coding"
"ENSMUSG00000049723",1.91666666666667,13088,"protein_coding"
"ENSMUSG00000043613",1.58333333333333,10153,"protein_coding"
"ENSMUSG00000043089",0.333333333333333,12729,"protein_coding"
"ENSMUSG00000047562",0,7901,"protein_coding"
"ENSMUSG00000005800",0,10058,"protein_coding"
"ENSMUSG00000018620",7.25,46738,"protein_coding"
"ENSMUSG00000086381",0.75,26203,"lncRNA"
"ENSMUSG00000018623",0,7306,"protein_coding"
"ENSMUSG00000050912",3258.41666666667,30256,"protein_coding"
"ENSMUSG00000057367",3337.08333333333,17030,"protein_coding"
"ENSMUSG00000032000",817.916666666667,24470,"protein_coding"
"ENSMUSG00000053110",16191.5,72596,"protein_coding"
"ENSMUSG00000053070",467.666666666667,21152,"protein_coding"
"ENSMUSG00000040729",2546.91666666667,57662,"protein_coding"
"ENSMUSG00000031997",438.333333333333,136600,"protein_coding"
"ENSMUSG00000111602",19.0833333333333,96911,"lncRNA"
"ENSMUSG00000031870",303.166666666667,68779,"protein_coding"
"ENSMUSG00000050730",8762,244061,"protein_coding"
"ENSMUSG00000085253",6.83333333333333,24598,"lncRNA"
"ENSMUSG00000039488",223.333333333333,1243836,"protein_coding"
"ENSMUSG00000031802",7.08333333333333,1380,"TEC"
"ENSMUSG00000031925",110.083333333333,89545,"protein_coding"
"ENSMUSG00000031925",57.5,47074,"protein_coding"
"ENSMUSG00000031918",6338.58333333333,57301,"protein_coding"
"ENSMUSG00000031922",5925.5,19266,"protein_coding"
"ENSMUSG00000037808",4497.91666666667,18796,"protein_coding"
"ENSMUSG00000032009",1900.58333333333,49834,"protein_coding"
"ENSMUSG00000037419",754.083333333333,27253,"protein_coding"
"ENSMUSG00000053914",165.5,37902,"protein_coding"
"ENSMUSG00000004096",1808.75,10002,"protein_coding"
"ENSMUSG00000013076",4849.33333333333,73034,"protein_coding"
"ENSMUSG00000049307",110.833333333333,3664,"protein_coding"
"ENSMUSG00000031927",5.75,12837,"protein_coding"
"ENSMUSG00000031931",889.833333333333,2767,"protein_coding"
"ENSMUSG00000031928",6717.08333333333,49711,"protein_coding"
"ENSMUSG00000031932",39.5,9246,"protein_coding"
"ENSMUSG00000031933",5.33333333333333,18138,"protein_coding"
"ENSMUSG00000031934",1074.5,39694,"protein_coding"
"ENSMUSG00000031936",23.0833333333333,60268,"protein_coding"
"ENSMUSG00000031937",435.916666666667,20369,"protein_coding"
"ENSMUSG00000031935",3189.41666666667,19517,"protein_coding"
"ENSMUSG00000031938",726.583333333333,18271,"protein_coding"
"ENSMUSG00000031938",785.25,22831,"protein_coding"
"ENSMUSG00000031939",13069.6666666667,5891,"protein_coding"
"ENSMUSG00000046111",14559.5,40875,"protein_coding"
"ENSMUSG00000058173",771.75,39765,"protein_coding"
"ENSMUSG00000039977",15.6666666666667,68070,"protein_coding"
"ENSMUSG00000111299",4.16666666666667,21364,"lncRNA"
"ENSMUSG00000043885",312.583333333333,29021,"protein_coding"
"ENSMUSG00000050901",0.333333333333333,11943,"protein_coding"
"ENSMUSG00000074505",450.5,468039,"protein_coding"
"ENSMUSG00000001774",4599.33333333333,21734,"protein_coding"
"ENSMUSG00000043943",412.416666666667,62908,"protein_coding"
"ENSMUSG00000047508",1.41666666666667,15702,"protein_coding"
"ENSMUSG00000074500",427.916666666667,19506,"protein_coding"
"ENSMUSG00000038691",0.416666666666667,6898,"protein_coding"
"ENSMUSG00000054141",3.91666666666667,942,"protein_coding"
"ENSMUSG00000078116",0,939,"protein_coding"
"ENSMUSG00000051414",0,966,"protein_coding"
"ENSMUSG00000062868",0,948,"protein_coding"
"ENSMUSG00000045204",0.0833333333333333,936,"protein_coding"
"ENSMUSG00000048391",0.5,1107,"protein_coding"
"ENSMUSG00000061614",0.0833333333333333,942,"protein_coding"
"ENSMUSG00000058692",0.666666666666667,942,"protein_coding"
"ENSMUSG00000059821",1.08333333333333,939,"protein_coding"
"ENSMUSG00000052182",0,939,"protein_coding"
"ENSMUSG00000094535",0,948,"protein_coding"
"ENSMUSG00000052625",0.0833333333333333,939,"protein_coding"
"ENSMUSG00000051160",0,918,"protein_coding"
"ENSMUSG00000095667",0.166666666666667,948,"protein_coding"
"ENSMUSG00000043087",0,992,"protein_coding"
"ENSMUSG00000057551",4984.91666666667,27641,"protein_coding"
"ENSMUSG00000110521",0,1642,"unprocessed_pseudogene"
"ENSMUSG00000066905",0.0833333333333333,4125,"protein_coding"
"ENSMUSG00000051118",0.166666666666667,5282,"protein_coding"
"ENSMUSG00000050803",0.166666666666667,1077,"protein_coding"
"ENSMUSG00000044454",0.166666666666667,996,"protein_coding"
"ENSMUSG00000044106",0,3065,"protein_coding"
"ENSMUSG00000058491",0.0833333333333333,8970,"protein_coding"
"ENSMUSG00000066897",0.0833333333333333,23752,"protein_coding"
"ENSMUSG00000059623",0,4298,"protein_coding"
"ENSMUSG00000049028",0,960,"protein_coding"
"ENSMUSG00000045519",1839.41666666667,40023,"protein_coding"
"ENSMUSG00000063108",4275.83333333333,31843,"protein_coding"
"ENSMUSG00000059475",1327.16666666667,24198,"protein_coding"
"ENSMUSG00000060510",7121.25,26351,"protein_coding"
"ENSMUSG00000058192",766.583333333333,13866,"protein_coding"
"ENSMUSG00000062470",33.1666666666667,9797,"lncRNA"
"ENSMUSG00000066892",580.083333333333,5058,"protein_coding"
"ENSMUSG00000084786",1361.66666666667,3472,"protein_coding"
"ENSMUSG00000032171",3704.33333333333,14455,"protein_coding"
"ENSMUSG00000032172",346.75,60229,"protein_coding"
"ENSMUSG00000004098",434.5,44985,"protein_coding"
"ENSMUSG00000053773",1.08333333333333,7660,"protein_coding"
"ENSMUSG00000038884",539.75,5666,"protein_coding"
"ENSMUSG00000038742",117.583333333333,5902,"protein_coding"
"ENSMUSG00000004100",3312.75,4005,"protein_coding"
"ENSMUSG00000070319",3145.41666666667,4242,"protein_coding"
"ENSMUSG00000004099",15844.4166666667,45418,"protein_coding"
"ENSMUSG00000004099",16015.8333333333,52683,"protein_coding"
"ENSMUSG00000043895",2305,10842,"protein_coding"
"ENSMUSG00000003299",1186.83333333333,6101,"protein_coding"
"ENSMUSG00000037405",3228.75,12837,"protein_coding"
"ENSMUSG00000001014",29.5833333333333,1159,"protein_coding"
"ENSMUSG00000032174",72.5,6999,"protein_coding"
"ENSMUSG00000079681",126.666666666667,4701,"protein_coding"
"ENSMUSG00000079677",803.833333333333,5995,"protein_coding"
"ENSMUSG00000010205",6341.5,17825,"protein_coding"
"ENSMUSG00000032175",2098.91666666667,27208,"protein_coding"
"ENSMUSG00000019471",4141.75,11366,"protein_coding"
"ENSMUSG00000032177",876.666666666667,47535,"protein_coding"
"ENSMUSG00000032177",548.25,16544,"protein_coding"
"ENSMUSG00000003308",1297.58333333333,9603,"protein_coding"
"ENSMUSG00000045087",16.6666666666667,5527,"protein_coding"
"ENSMUSG00000002820",974.333333333333,9553,"protein_coding"
"ENSMUSG00000035047",2401.66666666667,14513,"protein_coding"
"ENSMUSG00000096472",166.666666666667,2746,"protein_coding"
"ENSMUSG00000003309",1014.58333333333,16877,"protein_coding"
"ENSMUSG00000057193",3428.75,34310,"protein_coding"
"ENSMUSG00000057193",3138.91666666667,17201,"protein_coding"
"ENSMUSG00000032178",9888.25,33933,"protein_coding"
"ENSMUSG00000097665",24.75,6479,"lncRNA"
"ENSMUSG00000002825",1305.41666666667,8443,"protein_coding"
"ENSMUSG00000033335",7462.5,82852,"protein_coding"
"ENSMUSG00000032180",912.833333333333,2807,"protein_coding"
"ENSMUSG00000057191",10.9166666666667,19155,"protein_coding"
"ENSMUSG00000032185",6047.75,42572,"protein_coding"
"ENSMUSG00000032182",545.416666666667,4150,"protein_coding"
"ENSMUSG00000048429",1141.25,3249,"protein_coding"
"ENSMUSG00000032187",13623.3333333333,88062,"protein_coding"
"ENSMUSG00000032193",9488.91666666667,26343,"protein_coding"
"ENSMUSG00000074476",1202.33333333333,4845,"protein_coding"
"ENSMUSG00000032194",4305.58333333333,31774,"protein_coding"
"ENSMUSG00000032198",6059.66666666667,52456,"protein_coding"
"ENSMUSG00000047822",1.16666666666667,1838,"protein_coding"
"ENSMUSG00000019066",304.5,10611,"protein_coding"
"ENSMUSG00000040883",350,6280,"protein_coding"
"ENSMUSG00000006241",150,8402,"protein_coding"
"ENSMUSG00000040563",356.333333333333,11898,"protein_coding"
"ENSMUSG00000006235",56.4166666666667,4678,"protein_coding"
"ENSMUSG00000040146",165.333333333333,17927,"protein_coding"
"ENSMUSG00000039632",82.8333333333333,12764,"protein_coding"
"ENSMUSG00000003402",5890.41666666667,11258,"protein_coding"
"ENSMUSG00000003410",890.833333333333,37019,"protein_coding"
"ENSMUSG00000038895",1052.91666666667,15886,"protein_coding"
"ENSMUSG00000096981",375.25,15130,"lncRNA"
"ENSMUSG00000066839",1049.75,13182,"protein_coding"
"ENSMUSG00000001349",40.1666666666667,9969,"protein_coding"
"ENSMUSG00000013822",504.5,1181,"protein_coding"
"ENSMUSG00000001348",333.5,3872,"protein_coding"
"ENSMUSG00000001348",375.333333333333,9020,"protein_coding"
"ENSMUSG00000010607",353.083333333333,1509,"protein_coding"
"ENSMUSG00000074472",40.4166666666667,13958,"protein_coding"
"ENSMUSG00000057982",2965.41666666667,13991,"protein_coding"
"ENSMUSG00000062794",1529.5,12466,"protein_coding"
"ENSMUSG00000066829",1447.83333333333,30891,"protein_coding"
"ENSMUSG00000036777",27911,57993,"protein_coding"
"ENSMUSG00000036411",401.333333333333,33103,"protein_coding"
"ENSMUSG00000032239",1565.5,20045,"protein_coding"
"ENSMUSG00000031963",605.166666666667,262140,"protein_coding"
"ENSMUSG00000043659",237,218381,"protein_coding"
"ENSMUSG00000043067",8343.16666666667,91362,"protein_coding"
"ENSMUSG00000085576",46.9166666666667,139246,"protein_coding"
"ENSMUSG00000031965",920,34056,"protein_coding"
"ENSMUSG00000008429",2875.41666666667,43652,"protein_coding"
"ENSMUSG00000001833",11505.9166666667,56133,"protein_coding"
"ENSMUSG00000036611",1106.91666666667,122514,"protein_coding"
"ENSMUSG00000045994",16.1666666666667,9777,"protein_coding"
"ENSMUSG00000036395",631.416666666667,43374,"protein_coding"
"ENSMUSG00000031966",3.25,42871,"protein_coding"
"ENSMUSG00000079644",14.9166666666667,43515,"protein_coding"
"ENSMUSG00000031969",1943.5,25411,"protein_coding"
"ENSMUSG00000035443",1600,7658,"protein_coding"
"ENSMUSG00000031988",1934.16666666667,25593,"protein_coding"
"ENSMUSG00000035024",9507.58333333333,65141,"protein_coding"
"ENSMUSG00000031990",1227.91666666667,58038,"protein_coding"
"ENSMUSG00000031991",1,4905,"protein_coding"
"ENSMUSG00000062257",287.916666666667,1133780,"protein_coding"
"ENSMUSG00000059974",928.583333333333,967166,"protein_coding"
"ENSMUSG00000031993",2676.25,39398,"protein_coding"
"ENSMUSG00000033453",266.833333333333,23298,"protein_coding"
"ENSMUSG00000031994",472.666666666667,20296,"protein_coding"
"ENSMUSG00000047412",15510.6666666667,45242,"protein_coding"
"ENSMUSG00000031995",5612.08333333333,43210,"protein_coding"
"ENSMUSG00000031996",19710.25,62259,"protein_coding"
"ENSMUSG00000134345",9.75,3985,"lncRNA"
"ENSMUSG00000042185",3540.91666666667,35143,"protein_coding"
"ENSMUSG00000041737",201.75,38043,"protein_coding"
"ENSMUSG00000032033",41.5833333333333,67242,"protein_coding"
"ENSMUSG00000041444",15064.1666666667,149376,"protein_coding"
"ENSMUSG00000041444",6522.25,41263,"protein_coding"
"ENSMUSG00000032034",10.25,29455,"protein_coding"
"ENSMUSG00000041248",0.25,26777,"protein_coding"
"ENSMUSG00000041248",0.0833333333333333,5210,"protein_coding"
"ENSMUSG00000016087",54.0833333333333,119249,"protein_coding"
"ENSMUSG00000032035",735.666666666667,61779,"protein_coding"
"ENSMUSG00000099025",0.416666666666667,24898,"lncRNA"
"ENSMUSG00000098758",0,16649,"lncRNA"
"ENSMUSG00000032036",212.25,547577,"protein_coding"
"ENSMUSG00000032038",1935.75,70232,"protein_coding"
"ENSMUSG00000070315",220.833333333333,14195,"lncRNA"
"ENSMUSG00000032040",2375.58333333333,51574,"protein_coding"
"ENSMUSG00000032041",923.166666666667,15515,"protein_coding"
"ENSMUSG00000039048",1265.5,6835,"protein_coding"
"ENSMUSG00000032042",5275.5,5801,"protein_coding"
"ENSMUSG00000050471",3199.75,50841,"protein_coding"
"ENSMUSG00000032044",829.666666666667,8077,"protein_coding"
"ENSMUSG00000038119",2822.08333333333,55577,"protein_coding"
"ENSMUSG00000032101",258.416666666667,16623,"protein_coding"
"ENSMUSG00000032103",1062.41666666667,7935,"protein_coding"
"ENSMUSG00000050555",1225.16666666667,9249,"protein_coding"
"ENSMUSG00000094995",0.25,3090,"protein_coding"
"ENSMUSG00000074452",17.4166666666667,3251,"protein_coding"
"ENSMUSG00000091215",0.0833333333333333,2293,"protein_coding"
"ENSMUSG00000091174",0.416666666666667,1204,"protein_coding"
"ENSMUSG00000090738",0,1586,"protein_coding"
"ENSMUSG00000032108",0.916666666666667,2063,"protein_coding"
"ENSMUSG00000023093",0.416666666666667,3055,"protein_coding"
"ENSMUSG00000090710",0.0833333333333333,1543,"protein_coding"
"ENSMUSG00000091248",0.166666666666667,1358,"protein_coding"
"ENSMUSG00000070313",0.833333333333333,2849,"protein_coding"
"ENSMUSG00000098304",238.583333333333,24334,"lncRNA"
"ENSMUSG00000032110",0.166666666666667,5618,"protein_coding"
"ENSMUSG00000032113",3780,18177,"protein_coding"
"ENSMUSG00000032116",14130.4166666667,35166,"protein_coding"
"ENSMUSG00000062762",5152.41666666667,17916,"protein_coding"
"ENSMUSG00000032118",343.916666666667,34982,"protein_coding"
"ENSMUSG00000035934",802.666666666667,256344,"protein_coding"
"ENSMUSG00000032121",397.25,14879,"protein_coding"
"ENSMUSG00000032122",916.416666666667,26590,"protein_coding"
"ENSMUSG00000034303",4648.41666666667,72558,"protein_coding"
"ENSMUSG00000046240",77.6666666666667,18966,"protein_coding"
"ENSMUSG00000032125",509,11977,"protein_coding"
"ENSMUSG00000032128",46.5833333333333,17131,"protein_coding"
"ENSMUSG00000042138",12534.8333333333,34830,"protein_coding"
"ENSMUSG00000001946",224.25,10231,"protein_coding"
"ENSMUSG00000001943",121.416666666667,4951,"protein_coding"
"ENSMUSG00000053310",81.9166666666667,8253,"protein_coding"
"ENSMUSG00000001948",105.75,10427,"protein_coding"
"ENSMUSG00000001942",1415.66666666667,34472,"protein_coding"
"ENSMUSG00000011114",3977.5,8131,"protein_coding"
"ENSMUSG00000011118",0.333333333333333,9321,"protein_coding"
"ENSMUSG00000066749",0,936,"protein_coding"
"ENSMUSG00000066748",0,933,"protein_coding"
"ENSMUSG00000066747",0,1065,"protein_coding"
"ENSMUSG00000045528",0,951,"protein_coding"
"ENSMUSG00000093901",0.333333333333333,942,"protein_coding"
"ENSMUSG00000049864",0,996,"protein_coding"
"ENSMUSG00000049098",12.8333333333333,2119,"protein_coding"
"ENSMUSG00000049334",0,1056,"protein_coding"
"ENSMUSG00000039962",0,936,"protein_coding"
"ENSMUSG00000094810",0.166666666666667,933,"protein_coding"
"ENSMUSG00000060114",0,1948,"protein_coding"
"ENSMUSG00000111448",0.0833333333333333,1968,"protein_coding"
"ENSMUSG00000059189",0.0833333333333333,2359,"protein_coding"
"ENSMUSG00000047050",0.0833333333333333,951,"protein_coding"
"ENSMUSG00000023186",1711.58333333333,25070,"protein_coding"
"ENSMUSG00000061039",27.3333333333333,4068,"protein_coding"
"ENSMUSG00000049926",0.833333333333333,3267,"protein_coding"
"ENSMUSG00000044798",0,1068,"protein_coding"
"ENSMUSG00000057424",0.0833333333333333,933,"protein_coding"
"ENSMUSG00000094182",0.0833333333333333,936,"protein_coding"
"ENSMUSG00000094970",0.583333333333333,18815,"protein_coding"
"ENSMUSG00000062649",0,9785,"protein_coding"
"ENSMUSG00000095322",0,936,"protein_coding"
"ENSMUSG00000050853",0,939,"protein_coding"
"ENSMUSG00000059366",0,936,"protein_coding"
"ENSMUSG00000038112",28.8333333333333,16257,"protein_coding"
"ENSMUSG00000062121",0,936,"protein_coding"
"ENSMUSG00000055820",0.25,933,"protein_coding"
"ENSMUSG00000051493",0.25,933,"protein_coding"
"ENSMUSG00000043331",1.66666666666667,933,"protein_coding"
"ENSMUSG00000046678",0.166666666666667,933,"protein_coding"
"ENSMUSG00000049010",0.416666666666667,966,"protein_coding"
"ENSMUSG00000044205",13.3333333333333,1542,"protein_coding"
"ENSMUSG00000045812",10.3333333333333,945,"protein_coding"
"ENSMUSG00000049073",51.8333333333333,1116,"protein_coding"
"ENSMUSG00000040541",0.5,2757,"protein_coding"
"ENSMUSG00000051095",0.166666666666667,1016,"protein_coding"
"ENSMUSG00000025602",864.333333333333,21289,"protein_coding"
"ENSMUSG00000049281",600.75,22403,"protein_coding"
"ENSMUSG00000040111",4744.66666666667,157858,"protein_coding"
"ENSMUSG00000087047",41.9166666666667,9866,"lncRNA"
"ENSMUSG00000032024",608.083333333333,98083,"protein_coding"
"ENSMUSG00000015656",15746.3333333333,3927,"protein_coding"
"ENSMUSG00000054360",2.16666666666667,3846,"protein_coding"
"ENSMUSG00000032023",15,69264,"protein_coding"
"ENSMUSG00000032021",16.8333333333333,31831,"protein_coding"
"ENSMUSG00000032020",1228.75,143854,"protein_coding"
"ENSMUSG00000100837",5.75,11473,"lncRNA"
"ENSMUSG00000074415",4.58333333333333,55519,"lncRNA"
"ENSMUSG00000074415",130.25,11149,"lncRNA"
"ENSMUSG00000049313",7277.75,155801,"protein_coding"
"ENSMUSG00000111767",12.8333333333333,26994,"lncRNA"
"ENSMUSG00000032018",1807,10124,"protein_coding"
"ENSMUSG00000037705",24.0833333333333,70308,"protein_coding"
"ENSMUSG00000037287",3428.25,59910,"protein_coding"
"ENSMUSG00000032017",1269.5,423960,"protein_coding"
"ENSMUSG00000059495",15018.75,141877,"protein_coding"
"ENSMUSG00000048503",607.916666666667,7918,"protein_coding"
"ENSMUSG00000032015",207.583333333333,81817,"protein_coding"
"ENSMUSG00000032014",192.166666666667,18539,"protein_coding"
"ENSMUSG00000032013",21.5833333333333,25363,"protein_coding"
"ENSMUSG00000032012",5115.58333333333,62886,"protein_coding"
"ENSMUSG00000032011",234.916666666667,5196,"protein_coding"
"ENSMUSG00000032010",752,28607,"protein_coding"
"ENSMUSG00000032010",716.166666666667,26199,"protein_coding"
"ENSMUSG00000032010",450.75,10708,"protein_coding"
"ENSMUSG00000079592",8.5,7418,"protein_coding"
"ENSMUSG00000079592",4.41666666666667,1943,"protein_coding"
"ENSMUSG00000032135",2554.5,8069,"protein_coding"
"ENSMUSG00000034342",8422.25,84785,"protein_coding"
"ENSMUSG00000070306",5.5,6630,"protein_coding"
"ENSMUSG00000032105",49.1666666666667,4153,"protein_coding"
"ENSMUSG00000032109",232.833333333333,15475,"protein_coding"
"ENSMUSG00000032131",54.0833333333333,15055,"protein_coding"
"ENSMUSG00000032119",1345.91666666667,9999,"protein_coding"
"ENSMUSG00000032120",429.833333333333,11046,"protein_coding"
"ENSMUSG00000032123",920.916666666667,6756,"protein_coding"
"ENSMUSG00000049932",6731.25,1359,"protein_coding"
"ENSMUSG00000032126",1194.08333333333,6034,"protein_coding"
"ENSMUSG00000032127",2339.08333333333,13566,"protein_coding"
"ENSMUSG00000032115",12334.4166666667,12880,"protein_coding"
"ENSMUSG00000032114",290.5,6042,"protein_coding"
"ENSMUSG00000032112",839.75,3790,"protein_coding"
"ENSMUSG00000009927",3525.91666666667,2693,"protein_coding"
"ENSMUSG00000043923",1251.75,7844,"protein_coding"
"ENSMUSG00000074397",109.583333333333,6635,"protein_coding"
"ENSMUSG00000041523",44.0833333333333,2053,"protein_coding"
"ENSMUSG00000063382",2364.5,11277,"protein_coding"
"ENSMUSG00000047880",9.83333333333333,14635,"protein_coding"
"ENSMUSG00000032097",16368.9166666667,35840,"protein_coding"
"ENSMUSG00000032098",1.5,13073,"protein_coding"
"ENSMUSG00000048537",1775.91666666667,48891,"protein_coding"
"ENSMUSG00000002031",3422.91666666667,19706,"protein_coding"
"ENSMUSG00000002032",127.416666666667,5438,"protein_coding"
"ENSMUSG00000039438",64.1666666666667,3552,"protein_coding"
"ENSMUSG00000038717",1067.58333333333,7495,"protein_coding"
"ENSMUSG00000059890",5641.33333333333,42474,"protein_coding"
"ENSMUSG00000002033",5.41666666666667,10860,"protein_coding"
"ENSMUSG00000032094",6.91666666666667,5267,"protein_coding"
"ENSMUSG00000032093",157.916666666667,10848,"protein_coding"
"ENSMUSG00000032092",2688.58333333333,11700,"protein_coding"
"ENSMUSG00000070305",328.583333333333,19862,"protein_coding"
"ENSMUSG00000048534",20.5833333333333,29349,"protein_coding"
"ENSMUSG00000074385",9.33333333333333,28431,"lncRNA"
"ENSMUSG00000070304",77.8333333333333,12195,"protein_coding"
"ENSMUSG00000046480",41.5833333333333,15020,"protein_coding"
"ENSMUSG00000032091",21,31350,"protein_coding"
"ENSMUSG00000091996",2.83333333333333,54220,"protein_coding"
"ENSMUSG00000032089",7.16666666666667,15308,"protein_coding"
"ENSMUSG00000085831",0.833333333333333,3814,"lncRNA"
"ENSMUSG00000037129",61.3333333333333,28481,"protein_coding"
"ENSMUSG00000066705",3609.83333333333,25975,"protein_coding"
"ENSMUSG00000059412",92.9166666666667,10570,"protein_coding"
"ENSMUSG00000059412",48.75,7141,"protein_coding"
"ENSMUSG00000059412",25.8333333333333,4202,"protein_coding"
"ENSMUSG00000097074",86.8333333333333,14607,"lncRNA"
"ENSMUSG00000032087",3172.75,323421,"protein_coding"
"ENSMUSG00000043987",3624.33333333333,61693,"protein_coding"
"ENSMUSG00000032086",1609.5,23956,"protein_coding"
"ENSMUSG00000042790",2627.08333333333,43187,"protein_coding"
"ENSMUSG00000035382",1488.58333333333,23154,"protein_coding"
"ENSMUSG00000032085",649.083333333333,6431,"protein_coding"
"ENSMUSG00000034908",3697.83333333333,17393,"protein_coding"
"ENSMUSG00000003131",3933.41666666667,19561,"protein_coding"
"ENSMUSG00000034135",9126.66666666667,211375,"protein_coding"
"ENSMUSG00000032083",17.1666666666667,1840,"protein_coding"
"ENSMUSG00000032081",0.166666666666667,2250,"protein_coding"
"ENSMUSG00000032080",1.33333333333333,2615,"protein_coding"
"ENSMUSG00000032079",2.16666666666667,3312,"protein_coding"
"ENSMUSG00000032077",1183.41666666667,15772,"protein_coding"
"ENSMUSG00000099696",1.16666666666667,13764,"lncRNA"
"ENSMUSG00000032076",19865,323034,"protein_coding"
"ENSMUSG00000032028",9.33333333333333,22895,"protein_coding"
"ENSMUSG00000044229",128,37985,"protein_coding"
"ENSMUSG00000032026",1755.58333333333,12098,"protein_coding"
"ENSMUSG00000042396",1799.25,6634,"protein_coding"
"ENSMUSG00000042293",86.6666666666667,633,"protein_coding"
"ENSMUSG00000032271",12.6666666666667,13188,"protein_coding"
"ENSMUSG00000066687",283.916666666667,181649,"protein_coding"
"ENSMUSG00000032269",45.5833333333333,11887,"protein_coding"
"ENSMUSG00000008590",3.08333333333333,29983,"protein_coding"
"ENSMUSG00000032267",8444.25,57133,"protein_coding"
"ENSMUSG00000032264",3022.83333333333,23193,"protein_coding"
"ENSMUSG00000032268",53.9166666666667,14809,"protein_coding"
"ENSMUSG00000032259",42.3333333333333,66553,"protein_coding"
"ENSMUSG00000032257",6.83333333333333,11800,"protein_coding"
"ENSMUSG00000040219",1064.08333333333,49265,"protein_coding"
"ENSMUSG00000079564",3.75,49738,"lncRNA"
"ENSMUSG00000101304",12.3333333333333,16007,"lncRNA"
"ENSMUSG00000032068",851.666666666667,11115,"protein_coding"
"ENSMUSG00000032067",427.833333333333,7025,"protein_coding"
"ENSMUSG00000032066",31,22052,"protein_coding"
"ENSMUSG00000032065",24.0833333333333,4121,"protein_coding"
"ENSMUSG00000039217",13.4166666666667,16470,"protein_coding"
"ENSMUSG00000000171",2602.5,7510,"protein_coding"
"ENSMUSG00000039016",736.25,1420,"protein_coding"
"ENSMUSG00000059820",1959.33333333333,12225,"protein_coding"
"ENSMUSG00000000167",146.166666666667,7680,"protein_coding"
"ENSMUSG00000000168",2995.58333333333,25148,"protein_coding"
"ENSMUSG00000032064",856.083333333333,65232,"protein_coding"
"ENSMUSG00000032062",340.416666666667,6831,"protein_coding"
"ENSMUSG00000038086",94.8333333333333,1283,"protein_coding"
"ENSMUSG00000032060",540.083333333333,5311,"protein_coding"
"ENSMUSG00000037971",197.25,5325,"protein_coding"
"ENSMUSG00000037845",345.416666666667,4433,"protein_coding"
"ENSMUSG00000032059",3295,68415,"protein_coding"
"ENSMUSG00000032058",3972.16666666667,37306,"protein_coding"
"ENSMUSG00000037112",5259.41666666667,116273,"protein_coding"
"ENSMUSG00000060594",144.416666666667,20315,"protein_coding"
"ENSMUSG00000032057",36.0833333333333,20766,"protein_coding"
"ENSMUSG00000032056",0.25,3700,"protein_coding"
"ENSMUSG00000032053",2,26390,"protein_coding"
"ENSMUSG00000079559",16.5,8297,"protein_coding"
"ENSMUSG00000036027",0.166666666666667,39232,"protein_coding"
"ENSMUSG00000053199",160.333333333333,87708,"protein_coding"
